Sector,Years of Operation,How Much They Raised,Giants,No Budget,Competition,Poor Market Fit,Acquisition Stagnation,Platform Dependency,Monetization Failure,Niche Limits,Execution Flaws,Trend Shifts,Toxicity/Trust Issues,Regulatory Pressure,Overhype,failure,startup_id,week
Finance and Insurance,2911.6,43.5,1.45,0.0,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14,9
Finance and Insurance,3012.0,45.0,1.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14,10
Finance and Insurance,3112.4,46.5,1.55,0.0,1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14,11
Finance and Insurance,3212.8,48.0,1.6,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14,12
Finance and Insurance,2112.6,10.5,1.05,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,15,1
Finance and Insurance,2213.2000000000003,11.0,1.1,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,15,2
Finance and Insurance,2313.7999999999997,11.5,1.15,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,15,3
Finance and Insurance,2414.4,12.0,1.2,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,15,4
Finance and Insurance,2515.0,12.5,1.25,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,15,5
Finance and Insurance,2615.6,13.0,1.3,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,15,6
Finance and Insurance,2716.2000000000003,13.5,1.35,0.0,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,15,7
Finance and Insurance,2816.7999999999997,14.0,1.4,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,15,8
Finance and Insurance,2917.4,14.5,1.45,0.0,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,15,9
Finance and Insurance,3018.0,15.0,1.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,15,10
Finance and Insurance,3118.6,15.5,1.55,0.0,1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,15,11
Finance and Insurance,3219.2000000000003,16.0,1.6,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,15,12
Finance and Insurance,2105.25,3.1500000000000004,1.05,0.0,1.05,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,16,1
Finance and Insurance,2205.5,3.3000000000000003,1.1,0.0,1.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,16,2
Finance and Insurance,2305.75,3.4499999999999997,1.15,0.0,1.15,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,16,3
Finance and Insurance,2406.0,3.5999999999999996,1.2,0.0,1.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,16,4
Finance and Insurance,2506.25,3.75,1.25,0.0,1.25,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,16,5
Finance and Insurance,2606.5,3.9000000000000004,1.3,0.0,1.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,16,6
Finance and Insurance,2706.75,4.050000000000001,1.35,0.0,1.35,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,16,7
Finance and Insurance,2807.0,4.199999999999999,1.4,0.0,1.4,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,16,8
Finance and Insurance,2907.25,4.35,1.45,0.0,1.45,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,16,9
Finance and Insurance,3007.5,4.5,1.5,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,16,10
Finance and Insurance,3107.75,4.65,1.55,0.0,1.55,1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,16,11
Finance and Insurance,3208.0,4.800000000000001,1.6,0.0,1.6,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,16,12
Finance and Insurance,2108.4,194.25,1.05,0.0,1.05,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,1,17,1
Finance and Insurance,2208.8,203.50000000000003,1.1,0.0,1.1,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,1,17,2
Finance and Insurance,2309.2,212.74999999999997,1.15,0.0,1.15,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,1,17,3
Finance and Insurance,2409.6,222.0,1.2,0.0,1.2,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,1,17,4
Finance and Insurance,2510.0,231.25,1.25,0.0,1.25,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,1,17,5
Finance and Insurance,2610.4,240.5,1.3,0.0,1.3,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1,17,6
Finance and Insurance,2710.8,249.75000000000003,1.35,0.0,1.35,0.0,0.0,0.0,0.0,0.0,1.35,0.0,0.0,0.0,0.0,1,17,7
Finance and Insurance,2811.2,259.0,1.4,0.0,1.4,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,1,17,8
Finance and Insurance,2911.6,268.25,1.45,0.0,1.45,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0,0.0,0.0,1,17,9
Finance and Insurance,3012.0,277.5,1.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,1,17,10
Finance and Insurance,3112.4,286.75,1.55,0.0,1.55,0.0,0.0,0.0,0.0,0.0,1.55,0.0,0.0,0.0,0.0,1,17,11
Finance and Insurance,3212.8,296.0,1.6,0.0,1.6,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,1,17,12
Finance and Insurance,2111.55,6.300000000000001,0.0,0.0,1.05,1.05,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,1,18,1
Finance and Insurance,2212.1000000000004,6.6000000000000005,0.0,0.0,1.1,1.1,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,1,18,2
Finance and Insurance,2312.6499999999996,6.8999999999999995,0.0,0.0,1.15,1.15,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0.0,1,18,3
Finance and Insurance,2413.2,7.199999999999999,0.0,0.0,1.2,1.2,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,1,18,4
Finance and Insurance,2513.75,7.5,0.0,0.0,1.25,1.25,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,1,18,5
Finance and Insurance,2614.3,7.800000000000001,0.0,0.0,1.3,1.3,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,1,18,6
Finance and Insurance,2714.8500000000004,8.100000000000001,0.0,0.0,1.35,1.35,0.0,0.0,0.0,1.35,0.0,0.0,0.0,0.0,0.0,1,18,7
Finance and Insurance,2815.3999999999996,8.399999999999999,0.0,0.0,1.4,1.4,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,1,18,8
Finance and Insurance,2915.95,8.7,0.0,0.0,1.45,1.45,0.0,0.0,0.0,1.45,0.0,0.0,0.0,0.0,0.0,1,18,9
Finance and Insurance,3016.5,9.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1,18,10
Finance and Insurance,3117.05,9.3,0.0,0.0,1.55,1.55,0.0,0.0,0.0,1.55,0.0,0.0,0.0,0.0,0.0,1,18,11
Finance and Insurance,3217.6000000000004,9.600000000000001,0.0,0.0,1.6,1.6,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,1,18,12
Finance and Insurance,2102.1,315.0,1.05,0.0,1.05,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,1,19,1
Finance and Insurance,2202.2000000000003,330.0,1.1,0.0,1.1,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,1,19,2
Finance and Insurance,2302.2999999999997,345.0,1.15,0.0,1.15,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,1,19,3
Finance and Insurance,2402.4,360.0,1.2,0.0,1.2,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,1,19,4
Finance and Insurance,2502.5,375.0,1.25,0.0,1.25,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,1,19,5
Finance and Insurance,2602.6,390.0,1.3,0.0,1.3,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,1,19,6
Finance and Insurance,2702.7000000000003,405.0,1.35,0.0,1.35,0.0,0.0,0.0,0.0,0.0,1.35,0.0,0.0,0.0,0.0,1,19,7
Finance and Insurance,2802.7999999999997,420.0,1.4,0.0,1.4,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,1,19,8
Finance and Insurance,2902.9,435.0,1.45,0.0,1.45,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0,0.0,0.0,1,19,9
Finance and Insurance,3003.0,450.0,1.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,1,19,10
Finance and Insurance,3103.1,465.0,1.55,0.0,1.55,0.0,0.0,0.0,0.0,0.0,1.55,0.0,0.0,0.0,0.0,1,19,11
Finance and Insurance,3203.2000000000003,480.0,1.6,0.0,1.6,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,1,19,12
Finance and Insurance,2115.75,2.1,1.05,0.0,1.05,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,20,1
Finance and Insurance,2216.5,2.2,1.1,0.0,1.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,20,2
Finance and Insurance,2317.25,2.3,1.15,0.0,1.15,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,20,3
Finance and Insurance,2418.0,2.4,1.2,0.0,1.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,20,4
Finance and Insurance,2518.75,2.5,1.25,0.0,1.25,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,20,5
Finance and Insurance,2619.5,2.6,1.3,0.0,1.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,20,6
Finance and Insurance,2720.25,2.7,1.35,0.0,1.35,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,20,7
Finance and Insurance,2821.0,2.8,1.4,0.0,1.4,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,20,8
Finance and Insurance,2921.75,2.9,1.45,0.0,1.45,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,20,9
Finance and Insurance,3022.5,3.0,1.5,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,20,10
Finance and Insurance,3123.25,3.1,1.55,0.0,1.55,1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,20,11
Finance and Insurance,3224.0,3.2,1.6,0.0,1.6,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,20,12
Finance and Insurance,2109.4500000000003,1.05,1.05,0.0,1.05,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,21,1
Finance and Insurance,2209.9,1.1,1.1,0.0,1.1,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,21,2
Finance and Insurance,2310.35,1.15,1.15,0.0,1.15,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,21,3
Finance and Insurance,2410.7999999999997,1.2,1.2,0.0,1.2,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,21,4
Finance and Insurance,2511.25,1.25,1.25,0.0,1.25,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,21,5
Finance and Insurance,2611.7000000000003,1.3,1.3,0.0,1.3,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,21,6
Finance and Insurance,2712.15,1.35,1.35,0.0,1.35,0.0,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,21,7
Finance and Insurance,2812.6,1.4,1.4,0.0,1.4,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,21,8
Finance and Insurance,2913.0499999999997,1.45,1.45,0.0,1.45,0.0,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,21,9
Finance and Insurance,3013.5,1.5,1.5,0.0,1.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,21,10
Finance and Insurance,3113.9500000000003,1.55,1.55,0.0,1.55,0.0,1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,21,11
Finance and Insurance,3214.4,1.6,1.6,0.0,1.6,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,21,12
Finance and Insurance,2110.5,5.25,1.05,0.0,1.05,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,22,1
Finance and Insurance,2211.0,5.5,1.1,0.0,1.1,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,22,2
Finance and Insurance,2311.5,5.75,1.15,0.0,1.15,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,22,3
Finance and Insurance,2412.0,6.0,1.2,0.0,1.2,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,22,4
Finance and Insurance,2512.5,6.25,1.25,0.0,1.25,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,22,5
Finance and Insurance,2613.0,6.5,1.3,0.0,1.3,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,22,6
Finance and Insurance,2713.5,6.75,1.35,0.0,1.35,0.0,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,22,7
Finance and Insurance,2814.0,7.0,1.4,0.0,1.4,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,22,8
Finance and Insurance,2914.5,7.25,1.45,0.0,1.45,0.0,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,22,9
Finance and Insurance,3015.0,7.5,1.5,0.0,1.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,22,10
Finance and Insurance,3115.5,7.75,1.55,0.0,1.55,0.0,1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,22,11
Finance and Insurance,3216.0,8.0,1.6,0.0,1.6,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,22,12
Finance and Insurance,2103.15,21.0,1.05,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,1,23,1
Finance and Insurance,2203.3,22.0,1.1,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,1,23,2
Finance and Insurance,2303.45,23.0,1.15,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0,0.0,1,23,3
Finance and Insurance,2403.6,24.0,1.2,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,1,23,4
Finance and Insurance,2503.75,25.0,1.25,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,1,23,5
Finance and Insurance,2603.9,26.0,1.3,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,1,23,6
Finance and Insurance,2704.05,27.0,1.35,0.0,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.0,0.0,1,23,7
Finance and Insurance,2804.2,28.0,1.4,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,1,23,8
Finance and Insurance,2904.35,29.0,1.45,0.0,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0,1,23,9
Finance and Insurance,3004.5,30.0,1.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,1,23,10
Finance and Insurance,3104.65,31.0,1.55,0.0,1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,0.0,0.0,1,23,11
Finance and Insurance,3204.8,32.0,1.6,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,1,23,12
Finance and Insurance,2112.6,5.25,1.05,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,24,1
Finance and Insurance,2213.2000000000003,5.5,1.1,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,24,2
Finance and Insurance,2313.7999999999997,5.75,1.15,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,24,3
Finance and Insurance,2414.4,6.0,1.2,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,24,4
Finance and Insurance,2515.0,6.25,1.25,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,24,5
Finance and Insurance,2615.6,6.5,1.3,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,24,6
Finance and Insurance,2716.2000000000003,6.75,1.35,0.0,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,24,7
Finance and Insurance,2816.7999999999997,7.0,1.4,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,24,8
Finance and Insurance,2917.4,7.25,1.45,0.0,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,24,9
Finance and Insurance,3018.0,7.5,1.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,24,10
Finance and Insurance,3118.6,7.75,1.55,0.0,1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,24,11
Finance and Insurance,3219.2000000000003,8.0,1.6,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,24,12
Finance and Insurance,2116.8,4.2,1.05,0.0,1.05,1.05,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,1,25,1
Finance and Insurance,2217.6000000000004,4.4,1.1,0.0,1.1,1.1,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,1,25,2
Finance and Insurance,2318.3999999999996,4.6,1.15,0.0,1.15,1.15,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0.0,1,25,3
Finance and Insurance,2419.2,4.8,1.2,0.0,1.2,1.2,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,1,25,4
Finance and Insurance,2520.0,5.0,1.25,0.0,1.25,1.25,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,1,25,5
Finance and Insurance,2620.8,5.2,1.3,0.0,1.3,1.3,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,1,25,6
Finance and Insurance,2721.6000000000004,5.4,1.35,0.0,1.35,1.35,0.0,0.0,0.0,1.35,0.0,0.0,0.0,0.0,0.0,1,25,7
Finance and Insurance,2822.3999999999996,5.6,1.4,0.0,1.4,1.4,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,1,25,8
Finance and Insurance,2923.2,5.8,1.45,0.0,1.45,1.45,0.0,0.0,0.0,1.45,0.0,0.0,0.0,0.0,0.0,1,25,9
Finance and Insurance,3024.0,6.0,1.5,0.0,1.5,1.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1,25,10
Finance and Insurance,3124.8,6.2,1.55,0.0,1.55,1.55,0.0,0.0,0.0,1.55,0.0,0.0,0.0,0.0,0.0,1,25,11
Finance and Insurance,3225.6000000000004,6.4,1.6,0.0,1.6,1.6,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,1,25,12
Finance and Insurance,2107.35,73.5,1.05,0.0,1.05,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,26,1
Finance and Insurance,2207.7000000000003,77.0,1.1,0.0,1.1,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,26,2
Finance and Insurance,2308.0499999999997,80.5,1.15,0.0,1.15,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,26,3
Finance and Insurance,2408.4,84.0,1.2,0.0,1.2,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,26,4
Finance and Insurance,2508.75,87.5,1.25,0.0,1.25,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,26,5
Finance and Insurance,2609.1,91.0,1.3,0.0,1.3,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,26,6
Finance and Insurance,2709.4500000000003,94.5,1.35,0.0,1.35,0.0,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,26,7
Finance and Insurance,2809.7999999999997,98.0,1.4,0.0,1.4,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,26,8
Finance and Insurance,2910.15,101.5,1.45,0.0,1.45,0.0,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,26,9
Finance and Insurance,3010.5,105.0,1.5,0.0,1.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,26,10
Finance and Insurance,3110.85,108.5,1.55,0.0,1.55,0.0,1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,26,11
Finance and Insurance,3211.2000000000003,112.0,1.6,0.0,1.6,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,26,12
Finance and Insurance,2109.4500000000003,26.25,1.05,0.0,1.05,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,27,1
Finance and Insurance,2209.9,27.500000000000004,1.1,0.0,1.1,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,27,2
Finance and Insurance,2310.35,28.749999999999996,1.15,0.0,1.15,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,27,3
Finance and Insurance,2410.7999999999997,30.0,1.2,0.0,1.2,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,27,4
Finance and Insurance,2511.25,31.25,1.25,0.0,1.25,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,27,5
Finance and Insurance,2611.7000000000003,32.5,1.3,0.0,1.3,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,27,6
Finance and Insurance,2712.15,33.75,1.35,0.0,1.35,0.0,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,27,7
Finance and Insurance,2812.6,35.0,1.4,0.0,1.4,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,27,8
Finance and Insurance,2913.0499999999997,36.25,1.45,0.0,1.45,0.0,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,27,9
Finance and Insurance,3013.5,37.5,1.5,0.0,1.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,27,10
Finance and Insurance,3113.9500000000003,38.75,1.55,0.0,1.55,0.0,1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,27,11
Finance and Insurance,3214.4,40.0,1.6,0.0,1.6,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,27,12
Finance and Insurance,2112.6,169.05,1.05,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,28,1
Finance and Insurance,2213.2000000000003,177.10000000000002,1.1,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,28,2
Finance and Insurance,2313.7999999999997,185.14999999999998,1.15,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,28,3
Finance and Insurance,2414.4,193.2,1.2,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,28,4
Finance and Insurance,2515.0,201.25,1.25,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,28,5
Finance and Insurance,2615.6,209.3,1.3,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,28,6
Finance and Insurance,2716.2000000000003,217.35000000000002,1.35,0.0,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,28,7
Finance and Insurance,2816.7999999999997,225.39999999999998,1.4,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,28,8
Finance and Insurance,2917.4,233.45,1.45,0.0,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,28,9
Finance and Insurance,3018.0,241.5,1.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,28,10
Finance and Insurance,3118.6,249.55,1.55,0.0,1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,28,11
Finance and Insurance,3219.2000000000003,257.6,1.6,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,28,12
Finance and Insurance,2116.8,0.0,1.05,0.0,1.05,1.05,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,1,29,1
Finance and Insurance,2217.6000000000004,0.0,1.1,0.0,1.1,1.1,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,1,29,2
Finance and Insurance,2318.3999999999996,0.0,1.15,0.0,1.15,1.15,0.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0.0,1,29,3
Finance and Insurance,2419.2,0.0,1.2,0.0,1.2,1.2,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,1,29,4
Finance and Insurance,2520.0,0.0,1.25,0.0,1.25,1.25,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,1,29,5
Finance and Insurance,2620.8,0.0,1.3,0.0,1.3,1.3,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,1,29,6
